,Title,Year,Id,Overview,TMDB_Id,Average_vote,Popularity,Revenue,Budget,Genre,Keywords,Cast,Director,Poster
637,Yeh Saali Aashiqui,2019.0,tt10443846,"When Sahil met Mittee in a hotel management school, it was love at first sight for both of them. Their love was everything - picture perfect and flawless. But an unlikely event at school turns their dream-come-true romance into a nightmare and makes them realize how important it is to know your partner thoroughly before getting into any kind of romantic relationship.",646173.0,8.786,4.484,,,"['Thriller', 'Romance']",[],"['Shivaleeka Oberoi', 'Ruslaan Mumtaz', 'Jessey Lever']",Cherag Ruparel,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/z83KrUMwgXPZM442lhl0Mth0pPk.jpg
638,Panipat,2019.0,tt8176040,"During 18th century India, the Marathas emerged as the most powerful empire in the nation until the Afghan King Ahmad Shah Abdali plans to take over India. Sadashiv Rao Bhau is brought in to save the empire from the king which then leads to the third battle of Panipat.",577332.0,6.145,11.783,,,"['Action', 'History', 'War', 'Romance']","['india', 'history of india', 'marathi kingdom']","['Kriti Sanon', 'Zeenat Aman', 'Milind Gunaji']",Ashutosh Gowariker,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/z59Vr7l2ZFQPh76ooSQdXjW3YRo.jpg
639,Pati Patni Aur Woh,2019.0,tt9680136,"Chintu Tyagi is an ordinary, middle-class man who finds himself torn between his wife and another woman.",590350.0,6.271,14.062,,,"['Comedy', 'Romance']",[],"['Kartik Aaryan', 'Geeta Agrawal Sharma', 'Sunny Singh']",B.R. Chopra,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/pxaMObmlFwOknDRu3a5dlyQnO31.jpg
640,Mardaani 2,2019.0,tt5668770,Officer Shivani Shivaji Roy is stationed at Kota where she goes against a ferocious serial killer who rapes and murders women.,591101.0,7.108,11.179,8680109.0,2800000.0,"['Action', 'Crime', 'Thriller']","['rape and murder', 'police officer']","['Rani Mukerji', 'Jisshu Sengupta', 'Sunny Hinduja']",Pratishtha Sehgal,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/9Fk6SzvqFuPMGCfnkUSDANtOxVD.jpg
641,The Body,2019.0,tt1937149,"A woman’s body disappears mysteriously from the morgue without a trace. Police inspector Jaime Peña investigates the strange occurrence with the help of Álex Ulloa, the widower of the missing woman.",111083.0,7.6,23.211,,,"['Thriller', 'Mystery']","['prison', 'infidelity', 'identity', 'poison', 'detective', 'morgue', 'femme fatale', 'love', 'revenge', 'murder', 'missing person']","['Jose Coronado', 'Aura Garrido', 'Hugo Silva']",Glòria Blanes,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/eV6h3m3sWQlAlP760sAERWQ7KTI.jpg
642,Dabangg 3,2019.0,tt7059844,"Chulbul this time has to take on a criminal named Balli Singh, who has disrupted other people's lives with his annoying antics.",496339.0,5.367,17.017,,,"['Action', 'Comedy', 'Crime']",[],"['Prabhu Deva', 'Salman Khan', 'Sharat Saxena']",Alok Upadhyay,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/ruuZcKbvrHU4lMR7ye59mZLIJkG.jpg
643,Line of Descent,2019.0,tt2257284,"A classic crime narrative in the backdrop of Delhi merges a dysfunctional, mafia family at war with each other as an undercover officer fights his demons by assisting in their downfall.",431582.0,5.2,4.069,,,"['Crime', 'Drama']",[],"['Brendan Fraser', 'Ashok Pathak', 'Ronit Roy']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/dhUDMDeZAGMx1gW58fssyzptbnO.jpg
644,Happi,2019.0,tt4780662,"Four women in their thirties reevaluate their relationships, both shared and private, after a startling revelation concerning one's marriage forces each of them to ask one of life's biggest questions: ""Am I who I want to be?""",354759.0,7.301,8.333,,,['Drama'],"['career', 'japan', 'relationship', 'divorce']","['Ryūsuke Hamaguchi', 'Ayaka Shibutani', 'Maiko Mihara']",Ryūsuke Hamaguchi,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/vocqarMfsL4TtyDqf9eMD8FdqnR.jpg
645,Good Newwz,2019.0,tt8504014,Two couples with the same surnames pursue in-vitro fertilisation and wait for their upcoming babies. Trouble ensues when they find that the sperms of each couple have been mixed with each other.,643534.0,6.663,11.159,,,"['Romance', 'Comedy', 'Family', 'Drama']",[],"['Kareena Kapoor Khan', 'Akshay Kumar', 'Kiara Advani']",Raj Mehta,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/1YWp8MdXZAZvXgnWyv2RgMaG3Ps.jpg
646,Bamfaad,2020.0,tt11730940,A passionate love story set in Allahabad between Naate and Neelam who meet accidentally and fall in love. They make brave choices and go through a path of love and loss to be with each other.,691449.0,6.0,3.409,,,"['Romance', 'Drama']",[],"['Vijay Varma', 'Shalini Pandey', 'Jatin Sarna']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/aIVXIYYyjstoBMhCts52x6jX77.jpg
647,Ateet,2020.0,tt8265146,"A soldier lost in war and pronounced dead returns after decade to his wife and daughter, only to realize that they have moved on. As he forces his way into their life, questions are asked whether he is dead or alive.",695429.0,0.0,3.125,,,"['Thriller', 'Drama']",[],"['Vipin Sharma', 'Priyamani', 'Rajeev Khandelwal']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/urPzDaWVy3I3TOHHTlKThjbR1NX.jpg
648,Mrs. Serial Killer,2020.0,tt10230426,"When her husband is framed and imprisoned for serial murders, a doting wife must perform a copycat murder, to prove her husband's innocence.",601807.0,6.3,6.877,,,['Thriller'],"['murder', 'serial killer', 'female serial killer']","['Manoj Bajpayee', 'Jacqueline Fernandez', 'Mohit Raina']",Vikas Vinod Singh,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/4qogeMcCcqilL2PGUUY7KbrpWsj.jpg
649,Court Martial,2020.0,tt24249946,"Barney Greenwald, a skeptical lawyer, reluctantly defends an officer of the navy who took control of the Caine from its captain, Lt. Philip Francis Queeg, while caught in a violent sea storm. As the court-martial proceeds, however, Greenwald increasingly questions if it was truly a mutiny or rather the courageous acts of a group of sailors who could not trust their unstable leader.",1018332.0,6.589,13.716,,,"['Drama', 'War']","['mutiny', 'navy', 'based on play or musical', 'naval officer', 'trial', 'court martial', 'storm at sea']","['Lewis Pullman', 'Kiefer Sutherland', 'Jason Clarke']",William Friedkin,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/jii0CWMcjFmCfrTXsRyMuwjlNY3.jpg
650,What Are the Odds,2020.0,tt12327140,"On the day of a major exam that could help determine her future, eccentric Vivek decides to take a slightly strange stand against the system.",597394.0,6.0,3.45,,,"['Drama', 'Family']",['coming of age'],"['Abhay Deol', 'Yashaswini Dayama', 'Manu Rishi Chadha']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/bpnIzRyVScu3nd0HsoTTLqZkV2k.jpg
651,Ghoomketu,2020.0,tt3734580,An aspiring writer from a small town in U.P. runs away to Mumbai. He gives himself 30 days to try and prove his worth.,496348.0,6.1,3.746,,,"['Comedy', 'Drama']",[],"['Amitabh Bachchan', 'Sonakshi Sinha', 'Nawazuddin Siddiqui']",Pushpendra Nath Misra,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/xoxGcPUSQM8uSyLDqy5jEPk4tXV.jpg
652,Chippa,2020.0,tt8976464,"At midnight on his 10th birthday, a boy scours the lesser-known Kolkata streets in search of a father he’s never met, carrying a letter he can’t read.",610160.0,6.0,2.909,,,['Drama'],[],"['Sunny Pawar', 'Masood Akhtar']",Safdar Rahman,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/h0EHHT2YopgVLosN380wV6FyY0P.jpg
653,Chintu Ka Birthday,2020.0,tt8472964,"During US invasion of Iraq some illegal migrants are waiting to get back home to India. As one such family prepares to celebrate the 6th birthday of their youngest member Chintu, their kind-hearted Iraqi landlord lends them a helping hand.",652049.0,7.3,4.324,,,['Drama'],"['birthday', 'chintu', 'chintu ka birthday']","['Tillotama Shome', 'Vinay Pathak', 'Seema Pahwa']",Devanshu Singh,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/6Lb6Gy0clsxsfSKDZ0syKM3X7tx.jpg
654,Choked,2020.0,tt11651780,A bank employee weighed down by her jobless husband's debts - and her own broken dreams - finds a secret source of seemingly unlimited cash in her home.,706783.0,6.4,8.63,,,"['Drama', 'Crime', 'Thriller']",[],"['Amruta Subhash', 'Rajshri Deshpande', 'Saiyami Kher']",Anurag Kashyap,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/1jqDl2cuBlOBfrbjEIJhqwQVZnR.jpg
655,Axone,2020.0,tt8747548,"This bittersweet comedy follows immigrants in Delhi who are attempting to organise a wedding party, but soon find everything going wrong.",627072.0,5.7,5.719,,,"['Drama', 'Comedy']",[],"['Adil Hussain', 'Sayani Gupta', 'Lin Laishram']",Nicholas Kharkongor,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/tbj1Mu1XT4O684OtG1mQhWOIYq1.jpg
656,Gulabo Sitabo,2020.0,tt10333912,"Set in present-day Lucknow, Gulabo Sitabo is a social satire about two impossibly peculiar human beings, Mirza Chunnan Nawab, who stays in a dilapidated mansion and one of the tenants, Bankey Rastogi.",611356.0,5.875,12.52,,,"['Drama', 'Comedy']",[],"['Amitabh Bachchan', 'Vijay Raaz', 'Brijendra Kala']",Shoojit Sircar,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/kHZgf2kWnedWSVC1QK8kck4vuyt.jpg
657,Kadakh,2020.0,tt12505468,"Sunil is home alone when the doorbell rings. The stranger at the door is the husband of Chhaya, a woman that Sunil is having an affair with. The man asks many uncomfortable questions about their affair, becoming more and more intrusive.",560702.0,5.6,3.582,,,"['Thriller', 'Comedy', 'Crime', 'Drama']","['dark comedy', 'mumbai (bombay), india', 'rivalry', 'house party', 'celebration', 'extramarital affair']","['Ranvir Shorey', 'Manoj Pahwa', 'Rajat Kapoor']",Almudena Longares,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/uvnJ92WolGcVr72LxBKAXP6twY6.jpg
658,Chaman Bahaar,2020.0,tt8747450,"An ambitious young man, in a small town in Central India, sets up a paan shop to a floundering start. His fortunes start to change dramatically when a family shifts in the house across the road. Hordes of boys start following the teenage girl from the family and set up an ""adda"" at Billu's shop. His business flourishes tremendously but Billu is now more unhappy than ever, as he has fallen for the girl himself!",709681.0,5.45,3.387,,,['Drama'],[],"['Jitendra Kumar', 'Ritika Badiani', 'Alam Khan']",Apurva Dhar Badgaiyann,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/jfVAx36bnczMArJB8eFZuoDdKC4.jpg
659,Bulbbul,2020.0,tt12393526,"A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",714338.0,6.553,14.499,,,"['Horror', 'Fantasy']","['witch', 'rape', 'village', 'patriarchy', 'revenge', 'tragedy', 'murder', 'misogyny', 'child marriage', 'folklore', 'social issues', 'supernatural horror']","['Triptii Dimri', 'Paoli Dam', 'Parambrata Chatterjee']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/4XYEqHqvcf6vxFhNyeKZz5xbUfV.jpg
660,Bhonsle,2020.0,tt8476998,"At a time when politicians use violence to rid Maharashtra of Bihari migrants, a dying Maharashtrian cop, Bhonsle, ﬁnds unlikely companionship in 23-year-old Bihari Sita as the raging conflict reaches his doorstep, giving him a last battle worth ﬁghting.",554826.0,6.4,2.318,,,['Drama'],[],"['Manoj Bajpayee', 'Abhishek Banerjee', 'Santosh Juvekar']",Devashish Makhija,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/JUzAT1Bgb8K1DQMXU2ENoTajxV.jpg
661,Unlock,2020.0,tt14088516,"Wouldn't it be nice if there was an app that granted you your deepest darkest wish in just three tasks. When Suhani realizes that Amar, the love of her life is about to be lost to her roommate Riddhi, there is practically nothing that she could do to make things right again. Suhani has been obsessed with Amar for some time now, from installing cameras in his house to observing him so closely as to know by heart his likes and dislikes. When all doors seem shut, Suhani gets the opportunity to install Friends from the other side, an app off the deep web that grants one of their wishes but with a catch; there are three tasks that need completing.",718156.0,7.5,2.405,,,"['Horror', 'Thriller']",[],"['Kushal Tandon', 'Aditi Arya', 'Hina Khan']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/vJ2PzuGj8Mk0bgslJnOizelsH0N.jpg
662,Virgin Bhanupriya,2020.0,tt11964084,"Bhanupriya, a conservative girl decides to lose her virginity but fails in her every attempt. A soothsayer predicts that it is an impossible task and it will not happen to her. She decides to overcome this bad luck.",683395.0,0.0,2.544,,,"['Comedy', 'Drama']",['loss of virginity'],"['Urvashi Rautela', 'Archana Puran Singh', 'Brijendra Kala']",Ajay Lohan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/cbPHqUpeHcHwVZkb4Jtqhv6dPJ9.jpg
663,Dil Bechara,2020.0,tt8110330,"Kizie and Manny, two ordinary people brought together by a tragic twist, embark on a bittersweet and extraordinary journey into the heart of that crazy little thing called 'life'.",645484.0,6.713,10.679,,3025.0,"['Drama', 'Romance']","['based on novel or book', 'coming of age', 'cancer']","['Saswata Chatterjee', 'Subbalakshmi', 'Swastika Mukherjee']",Vipul S Arora,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/lMFjMrc8Bn0CQhtJDORfspXrWrK.jpg
664,Yaara,2020.0,tt3698454,"Story of 'Chaukdi Gang' and the two men who helped build this gang played by Vidyut Jammwal and Amit Sadh. This gang of four which includes Vijay Varma, is nabbed by the police and serve their time in jail. However, both men who once ruled the drug smuggling, gun-running and looting struggle in their own different ways to escape their past and start a new life after being released.",720796.0,6.2,6.584,,,"['Action', 'Drama']",[],"['Vidyut Jammwal', 'Sanjay Mishra', 'Shruti Haasan']",Tigmanshu Dhulia,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/yRnJ6rDEWSoWWAZMpGeILLjc1G6.jpg
665,Shakuntala Devi,2020.0,tt10964468,Based on the life of Shakuntala Devi who is a well-known mathematical genius and calculating progidy from India. She has been nicknamed 'Human Computer' because of her extraordinary talent and skill in solving complex mathematical problems without any mechanical aid.,679045.0,6.5,5.892,,,"['Drama', 'Family', 'Comedy']",[],"['Sheeba Chaddha', 'Vidya Balan', 'Sanya Malhotra']",Anu Menon,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/8KBmoMHfdrjednxWAvkh7ARhrRJ.jpg
666,Lootcase,2020.0,tt10515526,"Nandan, a middle-class man, finds a suitcase full of money near his workplace and steals it. However, he is soon chased by a police officer, a notorious gangster and a corrupt politician.",635503.0,6.298,8.598,,,['Comedy'],[],"['Ranvir Shorey', 'Vijay Raaz', 'Rasika Dugal']",Amit Rai,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/dVeYpiRerfHQI0WGmhTBmle17vs.jpg
667,Raat Akeli Hai,2020.0,tt12567088,"When a newly married landlord is murdered, a misfit cop’s investigation is complicated by the victim’s secretive family and his own conflicted heart.",589615.0,6.8,9.823,,,"['Crime', 'Mystery', 'Thriller']","['whodunit', 'police investigation', 'murder investigation']","['Nawazuddin Siddiqui', 'Aditya Srivastava', 'Shweta Tripathi Sharma']",Vivek Soni,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/lQPWcvQiv1D1xBlpnn5o0hepXkX.jpg
668,Pareeksha,2020.0,tt10199974,The film revolves around the story of an ordinary rickshaw driver in Bihar who aspires and dreams of providing maximum possible quality education to his son by making arrangements for him to study at a private English medium school.,725311.0,5.8,5.613,,,['Drama'],[],"['Adil Hussain', 'Priyanka Bose', 'Sanjay Suri']",Prakash Jha,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/v41UlOFbZH4wDAOzEYwKgrHhSBd.jpg
669,Gunjan Saxena: The Kargil Girl,2020.0,tt10350626,Inspired by the life of a fearless young officer who made history by becoming the first Indian female Air Force officer to fly in a combat zone during the 1999 Kargil War,645489.0,7.4,10.307,,,"['Action', 'Drama']",['biography'],"['Manav Vij', 'Pankaj Tripathi', 'Janhvi Kapoor']",Sharan Sharma,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/llWz6LbVpGPChnNnhAiGJyPMDwP.jpg
670,Khuda Haafiz,2020.0,tt7363104,"When the 2008 recession leaves Sameer Chaudhary and his wife Nargis jobless, they struggle to make a living and after three months, succeed when they find jobs in a Middle East country named Noman. Due to delay in arrival of documents, Sameer stays in India while Nargis heads to Noman, upon arriving where she is abducted as she pleads for help over a phone call to Sameer. Enraged and helpless, Sameer heads to Noman and teams up with a local taxi driver to find Nargis before it is too late.",719949.0,6.803,9.647,,,"['Action', 'Thriller']","['based on true story', 'missing wife']","['Vidyut Jammwal', 'Vipin Sharma', 'Shivaleeka Oberoi']",Faruk Kabir,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/4Glh9LgdsmlQxhUUKnCROHWdrsU.jpg
671,Captain Vidyut,2020.0,tt13551840,"Captain Vidyut is the story of an average, ordinary guy, Vidyut Kumar who is a weakling but desires to be a strong man. One night he is struck by a lightning bolt and he ends up gaining extraordinary superpowers and becomes a superhero. Dr Dhakosla has discovered the world’s most powerful substance called ‘Tutofutonium’ and he wants to rule over the world with the help of ‘Tutofutonium’. The film explores the transformation of both Vidyut and Dr Dhakosla into a Superhero and Super Villian respectively and how Captain Vidyut is able to thwart the evil plans of the Dr Dhakosla in the end.",740221.0,0.0,0.039,,,"['Action', 'Comedy', 'Animation']",[],[],Atish Tripathi,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/u7hXdN6GImqoRmqsj5xDNhxlsDI.jpg
